"","Var1","Freq"
"5804","Emc8",2
"5809","Eme2",2
"5812","Emilin1",2
"5818","Eml5",4
"5819","Eml6",2
"5820","Emp1",2
"5821","Emp2",3
"5823","Emsy",3
"5824","Emx1",2
"5829","Enah",6
"5831","Enc1",3
"5832","Endod1",5
"5833","Endog",2
"5834","Endou",2
"5836","Eng",3
"5838","Enho",2
"5842","Eno3",2
"5843","Eno4",3
"5844","Enoph1",2
"5846","Enox2",2
"5848","Enpp1",3
"5849","Enpp2",3
"5850","Enpp3",5
"5851","Enpp4",2
"5853","Enpp6",3
"5854","Ensa",2
"5855","Entpd1",2
"5858","Entpd5",6
"5860","Entpd7",3
"5862","Eny2",6
"5863","Eogt",3
"5864","Eomes",2
"5866","Ep400",3
"5867","Epas1",2
"5868","Epb41",3
"5869","Epb41l1",3
"5870","Epb41l2",5
"5871","Epb41l3",3
"5873","Epb41l4b",3
"5874","Epb41l5",4
"5875","Epb42",2
"5879","Epdr1",2
"5882","Epha1",2
"5885","Epha3",4
"5886","Epha4",5
"5887","Epha5",4
"5889","Epha7",4
"5892","Ephb2",3
"5901","Epm2aip1",4
"5903","Epn2",3
"5911","Eprs",4
"5912","Eps15",3
"5913","Eps15l1",3
"5914","Eps8",3
"5915","Eps8l1",2
"5918","Epsti1",3
"5921","Eqtn",3
"5922","Eral1",4
"5923","Erap1",2
"5926","Erbb3",2
"5929","Erc1",4
"5930","Erc2",2
"5931","Ercc1",3
"5932","Ercc2",2
"5934","Ercc4",3
"5935","Ercc5",2
"5937","Ercc6l",2
"5938","Ercc6l2",4
"5939","Ercc8",4
"5941","Erf",2
"5942","Erg",2
"5943","Erg28",2
"5944","Ergic1",3
"5945","Ergic2",3
"5946","Ergic3",3
"5948","Eri1",2
"5949","Eri2",3
"5950","Eri3",2
"5951","Erich2",2
"5952","Erich3",2
"5955","Erlec1",2
"5956","Erlin1",2
"5959","Ermard",3
"5960","Ermn",2
"5961","Ermp1",3
"5962","Ern1",3
"5964","Ero1l",3
"5966","Erp27",2
"5968","Erp44",2
"5969","Errfi1",2
"5972","Esco1",2
"5974","Esd",2
"5975","Esf1",3
"5979","Esr1",3
"5982","Esrp2",2
"5984","Esrrb",2
"5985","Esrrg",3
"5986","Ess2",2
"5989","Esyt2",2
"5991","Etaa1",2
"5992","Etf1",4
"5994","Etfbkmt",2
"5995","Etfdh",2
"5996","Etfrf1",3
"5998","Etl4",4
"5999","Etnk1",5
"6001","Etnppl",3
"6004","Ets1",4
"6006","Etv1",2
"6008","Etv3",4
"6009","Etv4",2
"6010","Etv6",2
"6013","Evc",2
"6017","Evi5",2
"6018","Evi5l",2
"6019","Evl",2
"6026","Exd2",2
"6027","Exo1",3
"6029","Exoc1",2
"6031","Exoc3",2
"6035","Exoc4",5
"6036","Exoc5",3
"6037","Exoc6",2
"6038","Exoc6b",2
"6041","Exog",2
"6042","Exosc1",2
"6043","Exosc10",4
"6046","Exosc4",2
"6049","Exosc8",2
"6051","Ext1",2
"6052","Ext2",2
"6054","Extl2",2
"6055","Extl3",2
"6056","Eya1",3
"6058","Eya3",4
"6059","Eya4",4
"6060","Ezh1",4
"6063","F10",3
"6070","F2r",2
"6072","F2rl2",2
"6074","F5",2
"6080","Faah",2
"6081","Faap100",2
"6082","Faap20",3
"6084","Fabp1",2
"6087","Fabp4",4
"6091","Fadd",2
"6094","Fads3",2
"6095","Fads6",2
"6096","Faf1",2
"6100","Fahd2a",4
"6102","Faim2",2
"6103","Fam102a",2
"6104","Fam102b",2
"6105","Fam104a",2
"6106","Fam107a",3
"6107","Fam107b",3
"6109","Fam110b",2
"6110","Fam110c",2
"6112","Fam114a1",2
"6113","Fam114a2",2
"6117","Fam118b",2
"6118","Fam120a",3
"6119","Fam120b",3
"6120","Fam120c",2
"6121","Fam122a",2
"6127","Fam126b",4
"6128","Fam129a",2
"6132","Fam131b",2
"6134","Fam133b",3
"6135","Fam135a",3
"6136","Fam135b",2
"6137","Fam136a",3
"6138","Fam13a",2
"6139","Fam13c",4
"6140","Fam149a",2
"6141","Fam149b",3
"6146","Fam160a2",3
"6147","Fam160b1",3
"6149","Fam161a",2
"6153","Fam163b",2
"6157","Fam168a",4
"6164","Fam171a2",3
"6165","Fam171b",2
"6166","Fam172a",2
"6168","Fam173b",2
"6169","Fam174a",2
"6171","Fam178b",2
"6175","Fam184a",3
"6181","Fam189a1",2
"6182","Fam189a2",2
"6185","Fam193a",4
"6189","Fam198b",3
"6190","Fam199x",3
"6195","Fam19a5",2
"6199","Fam208b",2
"6202","Fam20b",4
"6204","Fam210a",4
"6205","Fam210b",3
"6214","Fam219a",2
"6217","Fam220a",2
"6222","Fam227b",2
"6224","Fam228b",3
"6228","Fam234b",3
"6230","Fam241a",2
"6235","Fam32a",2
"6236","Fam3a",2
"6238","Fam3c",2
"6243","Fam49a",3
"6244","Fam49b",2
"6246","Fam53a",2
"6247","Fam53b",2
"6250","Fam57b",4
"6257","Fam71e1",2
"6260","Fam76a",2
"6261","Fam76b",3
"6268","Fam83g",2
"6273","Fam8a1",2
"6276","Fam91a1",2
"6277","Fam92a",2
"6283","Fanca",2
"6285","Fancc",2
"6286","Fancd2",4
"6288","Fance",2
"6290","Fancg",2
"6291","Fanci",2
"6292","Fancl",2
"6293","Fancm",3
"6294","Fank1",4
"6296","Far1",5
"6297","Far2",2
"6299","Farp2",2
"6300","Fars2",2
"6301","Farsa",2
"6302","Farsb",4
"6304","Fasl",2
"6307","Fastkd1",2
"6308","Fastkd2",4
"6309","Fastkd3",2
"6314","Fat4",2
"6315","Faxc",3
"6317","Fblim1",2
"6319","Fbln1",3
"6320","Fbln2",2
"6321","Fbln5",2
"6323","Fbn1",2
"6324","Fbn2",2
"6327","Fbrsl1",4
"6337","Fbxl20",3
"6339","Fbxl3",3
"6342","Fbxl6",2
"6343","Fbxl7",3
"6352","Fbxo21",2
"6353","Fbxo22",2
"6356","Fbxo27",2
"6357","Fbxo28",3
"6358","Fbxo3",5
"6359","Fbxo30",4
"6360","Fbxo31",2
"6361","Fbxo32",3
"6362","Fbxo33",2
"6364","Fbxo36",2
"6367","Fbxo41",2
"6368","Fbxo42",2
"6370","Fbxo44",2
"6371","Fbxo45",2
"6376","Fbxo9",2
"6378","Fbxw11",3
"6381","Fbxw16",2
"6385","Fbxw2",8
"6392","Fbxw7",2
"6393","Fbxw8",3
"6398","Fcer2a",2
"6399","Fcgr1",2
"6400","Fcgr2b",5
"6403","Fcho1",3
"6404","Fcho2",2
"6406","Fchsd2",2
"6410","Fcrl1",2
"6411","Fcrla",2
"6415","Fech",3
"6416","Fem1a",2
"6417","Fem1b",2
"6418","Fem1c",2
"6419","Fen1",2
"6421","Fer",2
"6425","Fermt3",3
"6426","Fes",2
"6433","Ffar2",2
"6437","Fgd1",2
"6440","Fgd4",5
"6442","Fgd6",2
"6443","Fgf1",3
"6445","Fgf11",2
"6446","Fgf12",3
"6447","Fgf13",2
"6448","Fgf14",2
"6451","Fgf17",2
"6456","Fgf22",2
"6459","Fgf3",3
"6460","Fgf4",3
"6461","Fgf5",2
"6463","Fgf7",2
"6465","Fgf9",2
"6468","Fgfr1",3
"6470","Fgfr1op2",2
"6471","Fgfr2",4
"6472","Fgfr3",2
"6474","Fgfr4",2
"6475","Fgfrl1",2
"6479","Fgl2",2
"6480","Fgr",2
"6485","Fhl1",2
"6488","Fhl4",2
"6494","Fibp",2
"6498","Fign",3
"6499","Fignl1",2
"6500","Filip1",2
"6502","Fip1l1",4
"6503","Firre",4
"6508","Fjx1",3
"6509","Fkbp10",2
"6510","Fkbp11",3
"6511","Fkbp14",3
"6512","Fkbp15",3
"6513","Fkbp1a",4
"6516","Fkbp3",2
"6517","Fkbp4",3
"6518","Fkbp5",2
"6522","Fkbp9",2
"6524","Fkrp",2
"6525","Fktn",4
"6527","Flcn",2
"6529","Fli1",2
"6531","Flii",2
"6533","Flnb",2
"6536","Flot2",2
"6537","Flrt1",2
"6538","Flrt2",3
"6539","Flrt3",2
"6540","Flt1",4
"6542","Flt4",2
"6543","Flvcr1",2
"6545","Flywch1",2
"6546","Flywch2",2
"6548","Fmn1",2
"6549","Fmn2",3
"6554","Fmo2",5
"6557","Fmo5",3
"6558","Fmod",6
"6559","Fmr1",3
"6561","Fn1",2
"6562","Fn3k",2
"6563","Fnbp1",3
"6564","Fnbp4",2
"6565","Fndc1",2
"6566","Fndc10",2
"6568","Fndc3a",2
"6569","Fndc3b",2
"6571","Fndc4",2
"6572","Fndc5",2
"6573","Fndc7",3
"6576","Fnip1",2
"6578","Fnta",2
"6587","Fosl1",2
"6588","Fosl2",2
"6594","Foxc1",3
"6596","Foxd1",2
"6597","Foxd2",2
"6600","Foxf1",2
"6603","Foxh1",3
"6606","Foxj2",2
"6607","Foxj3",3
"6608","Foxk1",3
"6609","Foxk2",4
"6611","Foxl2",2
"6613","Foxm1",3
"6614","Foxn1",2
"6615","Foxn2",2
"6616","Foxn3",4
"6618","Foxo1",3
"6619","Foxo3",4
"6620","Foxo4",2
"6621","Foxp1",7
"6622","Foxp2",6
"6624","Foxp4",3
"6625","Foxq1",2
"6635","Fpr3",2
"6636","Fra10ac1",2
"6637","Fras1",2
"6644","Frk",4
"6646","Frmd4a",2
"6647","Frmd4b",5
"6648","Frmd5",2
"6654","Frmpd3",2
"6655","Frrs1",2
"6656","Frrs1l",2
"6657","Frs2",2
"6660","Fry",3
"6661","Fryl",3
"6662","Frzb",2
"6663","Fscn1",4
"6670","Fsip1",2
"6671","Fst",2
"6672","Fstl1",3
"6675","Fstl5",2
"6677","Fth1",2
"6680","Fto",2
"6681","Ftsj1",2
"6684","Fubp1",5
"6686","Fuca1",3
"6687","Fuca2",3
"6688","Fuk",3
"6689","Fundc1",3
"6690","Fundc2",3
"6693","Fus",4
"6695","Fut10",3
"6696","Fut11",3
"6697","Fut2",2
"6698","Fut4",2
"6700","Fut8",2
"6701","Fut9",3
"6702","Fuz",2
"6704","Fxr1",2
"6707","Fxyd2",4
"6713","Fyb",2
"6714","Fyco1",2
"6715","Fyn",2
"6716","Fyttd1",4
"6717","Fzd1",2
"6719","Fzd2",3
"6720","Fzd3",5
"6721","Fzd4",3
"6722","Fzd5",2
"6723","Fzd6",2
"6724","Fzd7",2
"6729","G2e3",3
"6736","G6pdx",2
"6738","Gaa",2
"6739","Gab1",3
"6740","Gab2",3
"6744","Gabbr1",3
"6745","Gabpa",2
"6746","Gabpb1",2
"6747","Gabpb2",3
"6748","Gabra1",4
"6749","Gabra2",3
"6750","Gabra3",2
"6751","Gabra4",2
"6753","Gabra6",2
"6754","Gabrb1",4
"6756","Gabrb3",3
"6759","Gabrg1",2
"6760","Gabrg2",2
"6761","Gabrg3",5
"6762","Gabrp",2
"6766","Gad1",2
"6768","Gad2",2
"6770","Gadd45b",2
"6772","Gadd45gip1",2
"6773","Gadl1",2
"6774","Gak",2
"6778","Galc",2
"6782","Galm",2
"6784","Galnt1",2
"6785","Galnt10",3
"6786","Galnt11",2
"6788","Galnt13",2
"6790","Galnt15",2
"6793","Galnt3",2
"6795","Galnt6",2
"6796","Galnt7",3
"6799","Galntl6",2
"6800","Galr1",2
"6805","Gan",3
"6807","Ganc",2
"6810","Gapvd1",5
"6812","Garem1",2
"6816","Gart",4
"6817","Gas1",2
"6819","Gas2l1",3
"6821","Gas2l3",3
"6824","Gas7",4
"6828","Gata2",2
"6830","Gata4",2
"6831","Gata5",2
"6833","Gata6",2
"6834","Gatad1",2
"6835","Gatad2a",5
"6836","Gatad2b",4
"6841","Gba",2
"6842","Gba2",2
"6844","Gbf1",3
"6846","Gbp2",2
"6855","Gca",2
"6856","Gcat",2
"6857","Gcc1",2
"6858","Gcc2",2
"6863","Gch1",2
"6865","Gck",2
"6867","Gclc",2
"6868","Gclm",2
"6870","Gcm2",2
"6871","Gcn1l1",5
"6872","Gcnt1",2
"6873","Gcnt2",5
"6874","Gcnt3",3
"6876","Gcsam",2
"6877","Gda",3
"6878","Gdap1",4
"6880","Gdap1l1",2
"6886","Gdf3",2
"6888","Gdf9",2
"6890","Gdi2",2
"6892","Gdpd1",2
"6899","Gemin5",3
"6901","Gen1",2
"6902","Gfap",3
"6903","Gfer",2
"6906","Gfm1",2
"6907","Gfm2",2
"6908","Gfod1",2
"6910","Gfpt1",4
"6912","Gfra1",3
"6913","Gfra2",4
"6915","Gga2",2
"6918","Ggct",3
"6921","Ggnbp1",2
"6922","Ggnbp2",4
"6923","Ggps1",2
"6925","Ggt5",2
"6928","Ggta1",2
"6929","Gh",3
"6931","Ghitm",3
"6932","Ghr",3
"6937","Gid4",7
"6941","Gigyf2",4
"6944","Gimap4",2
"6946","Gimap6",2
"6947","Gimap7",2
"6950","Gin1",2
"6951","Ginm1",3
"6953","Gins2",2
"6954","Gins3",2
"6959","Gipc3",2
"6962","Git2",5
"6963","Gja1",6
"6965","Gja3",2
"6969","Gjb1",2
"6975","Gjc1",2
"6976","Gjc2",2
"6977","Gjc3",2
"6978","Gjd2",2
"6981","Gk",3
"6985","Gkn1",2
"6988","Gla",2
"6990","Glb1l",4
"6991","Glb1l2",2
"6993","Glce",3
"6995","Gle1",7
"6996","Glg1",3
"6998","Gli2",2
"6999","Gli3",3
"7003","Glipr2",2
"7005","Glis2",2
"7009","Glo1",2
"7013","Glra1",2
"7015","Glra3",2
"7017","Glrb",2
"7019","Glrx",3
"7020","Glrx2",3
"7023","Gls",2
"7027","Glt8d1",3
"7028","Glt8d2",3
"7032","Glyat",3
"7034","Glyctk",2
"7039","Gm10044",2
"7054","Gm10451",2
"7058","Gm10505",2
"7061","Gm10658",3
"7111","Gm11944",2
"7177","Gm14005",3
"7188","Gm14226",2
"7210","Gm15498",2
"7211","Gm15506",3
"7213","Gm15510",2
"7265","Gm16499",2
"7276","Gm17066",2
"7324","Gm19605",2
"7330","Gm19950",2
"7333","Gm20033",2
"7344","Gm20362",2
"7355","Gm20559",3
"7364","Gm2115",2
"7396","Gm26571",2
"7426","Gm26853",2
"7433","Gm26910",2
"7482","Gm2a",3
"7488","Gm30613",2
"7556","Gm37401",2
"7573","Gm3764",2
"7632","Gm42047",2
"7647","Gm42547",3
"7651","Gm42636",2
"7713","Gm43672",2
"7716","Gm43682",2
"7731","Gm43984",2
"7738","Gm44168",2
"7791","Gm45412",2
"7807","Gm45847",3
"7816","Gm46404",2
"7847","Gm47910",2
"7859","Gm48226",2
"7893","Gm49336",4
"7896","Gm49463",2
"7908","Gm5124",2
"7925","Gm5931",2
"7940","Gm7461",2
"7951","Gm8369",2
"7961","Gm9768",2
"7965","Gm9817",3
"7968","Gm9866",2
"7983","Gm9999",2
"7984","Gmcl1",4
"7985","Gmds",2
"7986","Gmeb1",6
"7987","Gmeb2",2
"7988","Gmfb",4
"7992","Gmppa",5
"7994","Gmpr2",2
"7995","Gmps",3
"7996","Gna11",2
"7997","Gna12",3
"7998","Gna13",7
"7999","Gna14",3
"8001","Gnai1",3
"8002","Gnai2",2
"8003","Gnai3",2
"8004","Gnal",2
"8005","Gnao1",3
"8006","Gnaq",4
"8007","Gnas",2
"8010","Gnaz",2
"8011","Gnb1",3
"8014","Gnb4",3
"8016","Gne",2
"8018","Gng12",2
"8020","Gng2",4
"8022","Gng4",3
"8026","Gngt1",4
"8028","Gnl1",2
"8029","Gnl2",3
"8033","Gnpda2",3
"8034","Gnpnat1",3
"8035","Gnptab",3
"8037","Gnrhr",3
"8038","Gns",3
"8039","Golga1",3
"8041","Golga3",3
"8042","Golga4",3
"8044","Golga7b",2
"8046","Golim4",2
"8048","Golph3",4
"8049","Golph3l",2
"8050","Golt1b",2
"8053","Gorab",2
"8054","Gorasp1",2
"8055","Gorasp2",2
"8056","Gosr1",2
"8057","Gosr2",2
"8059","Got1l1",2
"8065","Gpa33",2
"8067","Gpalpp1",2
"8071","Gpat4",3
"8072","Gpatch1",2
"8074","Gpatch2",3
"8075","Gpatch2l",2
"8077","Gpatch4",3
"8078","Gpatch8",3
"8079","Gpbp1",2
"8084","Gpc6",3
"8085","Gpcpd1",3
"8086","Gpd1",2
"8087","Gpd1l",2
"8088","Gpd2",3
"8089","Gper1",2
"8091","Gphn",2
"8092","Gpi1",2
"8096","Gpm6b",3
"8097","Gpn1",3
"8100","Gpnmb",2
"8103","Gpr107",3
"8105","Gpr12",3
"8106","Gpr132",2
"8107","Gpr135",2
"8110","Gpr137c",2
"8114","Gpr146",4
"8115","Gpr149",2
"8120","Gpr158",2
"8122","Gpr161",2
"8127","Gpr173",2
"8128","Gpr174",2
"8134","Gpr183",2
"8135","Gpr19",2
"8137","Gpr22",2
"8139","Gpr26",2
"8140","Gpr27",2
"8149","Gpr45",2
"8150","Gpr50",2
"8154","Gpr63",2
"8158","Gpr83",2
"8160","Gpr85",3
"8162","Gpr88",2
"8167","Gprc5b",2
"8168","Gprc5c",2
"8171","Gprin1",2
"8173","Gprin3",2
"8175","Gpsm1",3
"8178","Gpt",2
"8179","Gpt2",4
"8188","Gramd1b",2
"8190","Gramd3",2
"8194","Grasp",2
"8195","Grb10",3
"8196","Grb14",2
"8199","Greb1",4
"8200","Greb1l",2
"8204","Grhl2",4
"8207","Gria1",2
"8208","Gria2",3
"8209","Gria3",2
"8210","Gria4",3
"8211","Grid1",2
"8212","Grid2",4
"8215","Grik1",2
"8216","Grik2",3
"8217","Grik3",2
"8219","Grin1",2
"8220","Grin2a",2
"8221","Grin2b",4
"8223","Grin2d",2
"8224","Grin3a",3
"8226","Grip1",2
"8227","Grip1os1",2
"8229","Gripap1",2
"8231","Grk2",2
"8232","Grk3",3
"8233","Grk4",2
"8234","Grk6",3
"8235","Grm1",2
"8239","Grm5",3
"8240","Grm7",2
"8242","Grn",3
"8245","Grpel2",2
"8246","Grpr",2
"8248","Grsf1",3
"8249","Grtp1",2
"8250","Grwd1",3
"8251","Gsap",2
"8254","Gsdma",2
"8255","Gsdma2",5
"8263","Gsdme",2
"8264","Gse1",3
"8268","Gsk3b",6
"8269","Gskip",3
"8270","Gsn",4
"8271","Gspt1",3
"8272","Gspt2",2
"8273","Gsr",2
"8276","Gsta3",2
"8280","Gstm1",2
"8282","Gstm3",2
"8287","Gsto1",2
"8291","Gstt2",2
"8298","Gtdc1",3
"8299","Gtf2a1",3
"8301","Gtf2a2",2
"8302","Gtf2b",2
"8303","Gtf2e1",2
"8305","Gtf2f1",2
"8310","Gtf2h4",3
"8311","Gtf2h5",2
"8312","Gtf2i",4
"8313","Gtf2ird1",3
"8316","Gtf3c1",4
"8317","Gtf3c2",5
"8319","Gtf3c4",2
"8321","Gtf3c6",3
"8322","Gtpbp1",2
"8323","Gtpbp2",4
"8324","Gtpbp3",3
"8325","Gtpbp4",3
"8327","Gtpbp8",2
"8329","Gtsf1",2
"8336","Gucy1a1",3
"8338","Gucy1b1",2
"8341","Guf1",2
"8344","Gulp1",3
"8345","Gusb",2
"8347","Gxylt2",3
"8348","Gyg",2
"8350","Gypa",2
"8352","Gys1",2
"8358","Gzmd",2
"8359","Gzme",2
"8365","H13",6
"8366","H1f0",2
"8367","H1fnt",2
"8369","H2-Aa",2
"8370","H2-Ab1",2
"8372","H2-D1",4
"8375","H2-DMb2",3
"8376","H2-Ea-ps",2
"8378","H2-K1",2
"8383","H2-Ob",2
"8389","H2afj",2
"8390","H2afv",2
"8394","H2afy3",2
"8397","H3f3b",2
"8401","Habp2",2
"8402","Habp4",3
"8404","Hacd3",3
"8406","Hace1",2
"8407","Hadh",3
"8410","Hagh",3
"8411","Haghl",4
"8413","Hamp",2
"8415","Hand1",2
"8416","Hand2",3
"8419","Hapln1",4
"8420","Hapln2",3
"8424","Hars",2
"8425","Hars2",2
"8427","Has2",2
"8432","Haus2",4
"8435","Haus6",2
"8438","Havcr1",2
"8441","Hbb-bh1",3
"8442","Hbb-y",3
"8443","Hbegf",2
"8444","Hbp1",3
"8449","Hccs",2
"8450","Hcfc1",3
"8451","Hcfc1r1",2
"8452","Hcfc2",3
"8455","Hcn1",2
"8463","Hdac11",2
"8464","Hdac2",3
"8466","Hdac4",3
"8468","Hdac6",2
"8469","Hdac7",2
"8471","Hdac9",2
"8472","Hdc",2
"8474","Hddc3",2
"8475","Hdgf",2
"8476","Hdgfl1",2
"8477","Hdgfl2",3
"8478","Hdgfl3",3
"8479","Hdhd2",2
"8481","Hdhd5",2
"8482","Hdlbp",4
"8483","Heatr1",2
"8486","Heatr5b",2
"8487","Heatr6",4
"8489","Hebp2",3
"8490","Heca",2
"8491","Hectd1",2
"8492","Hectd2",2
"8494","Hectd3",2
"8496","Hecw1",4
"8497","Hecw2",2
"8499","Helb",3
"8500","Hells",3
"8501","Helq",2
"8502","Helz",6
"8505","Hemk1",2
"8507","Hepacam",2
"8511","Herc1",3
"8512","Herc2",3
"8513","Herc3",2
"8514","Herc4",4
"8515","Herc6",4
"8516","Herpud1",2
"8517","Herpud2",2
"8521","Hes5",2
"8522","Hes6",2
"8526","Hexb",2
"8528","Hexim1",2
"8529","Hexim2",2
"8532","Heyl",3
"8533","Hfe",2
"8534","Hfe2",2
"8535","Hgd",2
"8536","Hgf",2
"8538","Hgh1",2
"8540","Hgsnat",2
"8541","Hhat",2
"8544","Hhip",4
"8547","Hibadh",3
"8548","Hibch",2
"8550","Hic2",3
"8552","Hif1a",4
"8553","Hif1an",2
"8554","Hif3a",5
"8555","Higd1a",2
"8558","Hikeshi",2
"8561","Hinfp",2
"8562","Hint1",2
"8565","Hip1",5
"8566","Hip1r",3
"8567","Hipk1",3
"8568","Hipk2",6
"8570","Hira",2
"8572","Hist1h1c",2
"8577","Hist1h3d",2
"8584","Hist2h2be",2
"8586","Hist3h2a",2
"8589","Hivep2",2
"8590","Hivep3",5
"8591","Hjurp",3
"8592","Hk1",2
"8595","Hkdc1",2
"8597","Hlf",2
"8598","Hltf",3
"8600","Hmbox1",3
"8604","Hmg20a",3
"8611","Hmgcr",2
"8612","Hmgcs1",5
"8613","Hmgcs2",2
"8614","Hmgn3",2
"8617","Hmgxb4",3
"8618","Hmmr",5
"8624","Hnf1b",3
"8625","Hnf4a",4
"8627","Hnf4g",2
"8630","Hnrnpa1",2
"8631","Hnrnpa2b1",4
"8633","Hnrnpab",4
"8634","Hnrnpc",3
"8635","Hnrnpd",3
"8636","Hnrnpdl",7
"8639","Hnrnpl",2
"8640","Hnrnpll",2
"8642","Hnrnpr",3
"8643","Hnrnpu",6
"8645","Hnrnpul2",2
"8647","Homer1",6
"8648","Homer2",3
"8651","Hook1",2
"8653","Hook3",4
"8654","Hopx",2
"8660","Hoxa3",3
"8664","Hoxa9",2
"8669","Hoxb3",2
"8671","Hoxb4",2
"8681","Hoxc6",2
"8686","Hoxd13",2
"8688","Hoxd3os1",2
"8690","Hoxd8",2
"8692","Hp1bp3",2
"8693","Hpca",2
"8703","Hps1",3
"8711","Hr",2
"8712","Hras",2
"8713","Hrasls",2
"8714","Hrasls5",2
"8718","Hrh1",2
"8722","Hrk",2
"8724","Hs1bp3",2
"8725","Hs2st1",4
"8729","Hs3st3b1",2
"8734","Hs6st2",3
"8736","Hsbp1",2
"8742","Hsd17b10",2
"8743","Hsd17b11",3
"8744","Hsd17b12",2
"8745","Hsd17b13",2
"8746","Hsd17b14",2
"8749","Hsd17b4",2
"8751","Hsd17b7",4
"8754","Hsd3b3",2
"8757","Hsdl2",2
"8758","Hsf1",2
"8759","Hsf2",2
"8760","Hsf2bp",2
"8765","Hsp90ab1",2
"8767","Hspa12a",3
"8769","Hspa13",4
"8770","Hspa14",2
"8772","Hspa1b",3
"8775","Hspa4",4
"8776","Hspa4l",5
"8777","Hspa5",2
"8778","Hspa9",3
"8779","Hspb11",3
"8782","Hspb7",3
"8783","Hspb8",2
"8785","Hspbap1",3
"8787","Hspe1",2
"8789","Hspg2",2
"8790","Hsph1",2
"8791","Htatip2",2
"8792","Htatsf1",3
"8793","Htr1a",2
"8794","Htr1b",2
"8795","Htr1d",3
"8796","Htr1f",2
"8798","Htr2c",2
"8801","Htr4",2
"8802","Htr5a",2
"8805","Htr7",2
"8806","Htra1",2
"8807","Htra2",2
"8808","Htra3",3
"8810","Htt",4
"8812","Hus1",2
"8813","Huwe1",5
"8820","Hydin",2
"8822","Hykk",3
"8824","Hyou1",3
"8828","Iah1",3
"8829","Iapp",4
"8832","Iba57",2
"8833","Ibsp",2
"8834","Ibtk",3
"8835","Ica1",2
"8841","Ice1",2
"8842","Ice2",2
"8843","Ick",4
"8845","Icos",3
"8848","Id2",3
"8850","Id4",4
"8851","Ide",5
"8852","Idh1",3
"8854","Idh3a",3
"8855","Idh3b",2
"8856","Idh3g",2
"8858","Idnk",2
"8861","Ids",4
"8862","Idua",2
"8866","Ier5",3
"8867","Ier5l",2
"8868","Iffo1",2
"8869","Iffo2",2
"8870","Ifi202b",2
"8871","Ifi203",3
"8876","Ifi27",2
"8880","Ifi35",3
"8882","Ifi44l",2
"8887","Ifit1bl2",2
"8901","Ifnar1",2
"8902","Ifnar2",2
"8904","Ifngr1",2
"8905","Ifngr2",2
"8909","Ift122",2
"8913","Ift22",3
"8914","Ift27",3
"8920","Ift80",2
"8921","Ift81",3
"8924","Igbp1",3
"8927","Igdcc4",4
"8928","Igf1",4
"8930","Igf1r",5
"8932","Igf2bp2",2
"8933","Igf2bp3",6
"8935","Igf2r",2
"8939","Igfbp3",2
"8940","Igfbp4",6
"8941","Igfbp5",2
"8944","Igfbpl1",2
"8945","Igha",3
"8947","Ighg1",5
"8948","Ighg2b",2
"8950","Ighg3",2
"8951","Ighm",2
"8952","Ighmbp2",2
"8955","Igkc",4
"8962","Igsf1",2
"8965","Igsf23",3
"8966","Igsf3",2
"8970","Igsf9",2
"8974","Iigp1",2
"8975","Ik",4
"8976","Ikbip",2
"8977","Ikbkap",2
"8978","Ikbkb",5
"8980","Ikbkg",5
"8981","Ikzf1",2
"8982","Ikzf2",3
"8983","Ikzf3",3
"8984","Ikzf4",3
"8991","Il12b",2
"8995","Il13ra1",4
"8998","Il15ra",2
"8999","Il16",3
"9004","Il17ra",2
"9007","Il17rd",2
"9008","Il17re",3
"9012","Il18rap",2
"9016","Il1f5",2
"9022","Il1rap",5
"9024","Il1rapl2",3
"9025","Il1rl1",2
"9026","Il1rl2",2
"9027","Il1rn",3
"9039","Il2ra",2
"9040","Il2rb",3
"9041","Il2rg",2
"9050","Il4ra",2
"9054","Il6ra",2
"9055","Il6st",4
"9056","Il7",2
"9057","Il7r",2
"9061","Ildr2",3
"9062","Ilf2",2
"9063","Ilf3",4
"9065","Ilkap",2
"9066","Ilvbl",2
"9068","Immt",4
"9070","Imp4",3
"9071","Impa1",2
"9072","Impa2",2
"9074","Impad1",3
"9076","Impg1",2
"9077","Ina",3
"9079","Inava",2
"9081","Incenp",3
"9082","Inf2",2
"9083","Ing1",2
"9085","Ing3",4
"9087","Ing5",4
"9090","Inhbb",2
"9093","Inip",4
"9095","Inka2",2
"9097","Ino80",2
"9100","Ino80d",3
"9102","Ino80e",3
"9103","Inpp1",2
"9104","Inpp4a",2
"9105","Inpp4b",3
"9108","Inpp5d",2
"9109","Inpp5e",2
"9110","Inpp5f",2
"9112","Inpp5k",3
"9117","Insig2",3
"9120","Insm1",2
"9121","Insm2",2
"9122","Insr",4
"9125","Ints10",3
"9127","Ints12",2
"9128","Ints13",3
"9130","Ints2",2
"9131","Ints3",2
"9133","Ints6",3
"9134","Ints6l",2
"9135","Ints7",3
"9136","Ints8",3
"9138","Intu",3
"9139","Invs",3
"9141","Ip6k2",2
"9142","Ipcef1",3
"9143","Ipmk",4
"9144","Ipo11",3
"9146","Ipo4",2
"9147","Ipo5",3
"9148","Ipo7",3
"9149","Ipo8",3
"9150","Ipo9",3
"9153","Iqca",2
"9155","Iqcc",2
"9157","Iqce",3
"9159","Iqcf3",3
"9166","Iqgap1",6
