"","Var1","Freq"
"11653","Nmnat1",2
"11655","Nmnat3",2
"11656","Nmral1",3
"11657","Nmrk1",2
"11659","Nmt1",3
"11660","Nmt2",4
"11666","Nnt",3
"11671","Noc3l",2
"11672","Noc4l",4
"11675","Nodal",2
"11678","Nol11",4
"11680","Nol3",2
"11681","Nol4",2
"11682","Nol4l",3
"11683","Nol6",2
"11684","Nol7",3
"11685","Nol8",3
"11686","Nol9",5
"11687","Nolc1",3
"11688","Nomo1",2
"11692","Nop16",2
"11696","Nos1",3
"11697","Nos1ap",2
"11700","Nosip",2
"11702","Notch1",2
"11703","Notch2",2
"11704","Notch3",2
"11707","Nov",2
"11708","Nova1",2
"11709","Nova2",2
"11710","Nox4",2
"11714","Npas2",2
"11715","Npas3",4
"11721","Npc2",3
"11724","Npepps",3
"11726","Nphp1",3
"11727","Nphp4",2
"11730","Nphs2",2
"11734","Npnt",5
"11740","Npr3",3
"11743","Nptn",2
"11744","Nptx1",2
"11745","Nptx2",2
"11746","Nptxr",2
"11752","Npy5r",2
"11753","Npy6r",2
"11755","Nqo2",3
"11759","Nr1d2",3
"11763","Nr1i2",2
"11765","Nr2c1",3
"11766","Nr2c2",4
"11768","Nr2e1",2
"11771","Nr2f2",5
"11772","Nr2f6",2
"11773","Nr3c1",6
"11776","Nr4a2",4
"11777","Nr4a3",3
"11778","Nr5a1",2
"11779","Nr5a2",3
"11780","Nr6a1",5
"11783","Nrarp",2
"11784","Nras",3
"11787","Nrcam",4
"11788","Nrd1",2
"11790","Nrep",2
"11791","Nrf1",3
"11794","Nrg3",2
"11795","Nrg4",2
"11797","Nrip1",5
"11798","Nrip3",3
"11799","Nrk",3
"11804","Nrp1",2
"11805","Nrp2",3
"11810","Nrxn1",7
"11811","Nrxn2",2
"11812","Nrxn3",6
"11813","Nsa2",2
"11814","Nsd1",3
"11815","Nsd2",4
"11816","Nsd3",5
"11818","Nsf",3
"11820","Nsg2",2
"11823","Nsmce1",2
"11826","Nsmce4a",2
"11828","Nsrp1",2
"11830","Nsun3",4
"11831","Nsun4",3
"11832","Nsun5",2
"11833","Nsun6",2
"11834","Nsun7",2
"11836","Nt5c1b",2
"11837","Nt5c2",3
"11839","Nt5c3b",3
"11842","Nt5dc3",2
"11843","Nt5e",3
"11846","Ntf3",2
"11849","Ntm",3
"11851","Ntn1",2
"11852","Ntn4",2
"11854","Ntng1",4
"11856","Ntpcr",2
"11858","Ntrk2",7
"11859","Ntrk3",11
"11865","Nub1",4
"11866","Nubp1",4
"11870","Nucks1",6
"11872","Nudcd1",4
"11873","Nudcd2",2
"11880","Nudt13",3
"11882","Nudt16",2
"11886","Nudt19",2
"11889","Nudt22",2
"11891","Nudt4",2
"11892","Nudt5",3
"11894","Nudt7",4
"11898","Nufip2",2
"11899","Numa1",2
"11900","Numb",2
"11903","Nup133",6
"11904","Nup153",3
"11905","Nup155",3
"11908","Nup205",2
"11909","Nup210",2
"11914","Nup50",3
"11915","Nup54",2
"11916","Nup62",5
"11917","Nup85",2
"11920","Nup98",2
"11921","Nupl2",2
"11922","Nupr1",2
"11924","Nus1",5
"11926","Nutf2",2
"11928","Nvl",3
"11931","Nxf1",2
"11935","Nxn",2
"11937","Nxnl2",2
"11941","Nxph1",2
"11962","Oaz3",5
"11963","Obox2",2
"11969","Obsl1",6
"11974","Ociad2",2
"11975","Ocln",2
"11976","Ocrl",3
"11981","Odf2",4
"11982","Odf2l",2
"11983","Odf3",2
"11984","Odf3b",3
"11986","Odr4",2
"11989","Ogfod1",3
"11992","Ogfr",2
"11993","Ogfrl1",3
"11994","Ogg1",2
"11995","Ogn",2
"11996","Ogt",5
"12000","Ola1",4
"12001","Olah",2
"12002","Olfm1",3
"12004","Olfm3",3
"12009","Olfml3",2
"12041","Olfr701",2
"12045","Olfr78",3
"12057","Onecut2",3
"12060","Oog3",2
"12065","Opa1",3
"12066","Opa3",4
"12068","Opcml",2
"12069","Ophn1",4
"12070","Oplah",2
"12072","Opn1sw",2
"12074","Opn4",2
"12076","Oprk1",2
"12077","Oprl1",3
"12078","Oprm1",4
"12080","Optn",3
"12081","Orai1",2
"12082","Orai2",2
"12084","Oraov1",2
"12085","Orc1",2
"12086","Orc2",2
"12087","Orc3",3
"12088","Orc4",4
"12097","Os9",2
"12099","Osbp2",2
"12101","Osbpl11",2
"12102","Osbpl1a",2
"12104","Osbpl3",2
"12106","Osbpl6",4
"12107","Osbpl7",2
"12109","Osbpl9",5
"12110","Oscar",2
"12112","Osgep",2
"12115","Osgin2",3
"12117","Osmr",3
"12119","Osr2",2
"12120","Ost4",2
"12122","Ostf1",2
"12123","Ostm1",2
"12124","Otc",3
"12133","Otp",2
"12134","Otub1",2
"12135","Otub2",2
"12138","Otud4",3
"12139","Otud5",2
"12141","Otud7b",4
"12143","Otulinl",2
"12146","Ovol1",2
"12148","Oxa1l",3
"12149","Oxct1",4
"12151","Oxld1",2
"12153","Oxr1",2
"12154","Oxsm",3
"12158","P2rx1",2
"12160","P2rx3",2
"12161","P2rx4",4
"12163","P2rx6",2
"12174","P3h1",2
"12178","P4ha1",2
"12182","P4htm",2
"12191","Pabpn1",2
"12195","Pacs2",2
"12196","Pacsin1",2
"12198","Pacsin3",2
"12205","Pafah1b1",4
"12206","Pafah1b2",6
"12209","Pag1",4
"12211","Paics",3
"12212","Paip1",3
"12214","Paip2b",2
"12215","Pak1",3
"12216","Pak1ip1",2
"12217","Pak2",2
"12218","Pak3",4
"12219","Pak6",2
"12220","Pak7",3
"12223","Palld",3
"12224","Palm",2
"12230","Pan3",2
"12232","Pank1",2
"12233","Pank2",3
"12234","Pank3",2
"12237","Panx1",3
"12239","Panx3",2
"12242","Papola",4
"12243","Papolb",2
"12245","Pappa",2
"12248","Papss2",3
"12251","Paqr5",4
"12252","Paqr7",2
"12253","Paqr8",4
"12254","Paqr9",3
"12255","Pard3",4
"12256","Pard3b",3
"12259","Pard6b",2
"12260","Pard6g",2
"12262","Park7",2
"12263","Parm1",2
"12264","Parn",2
"12265","Parp1",4
"12267","Parp11",2
"12272","Parp3",2
"12273","Parp4",2
"12274","Parp6",3
"12277","Parpbp",2
"12279","Particl",4
"12280","Parva",2
"12281","Parvb",2
"12282","Parvg",2
"12285","Patj",4
"12288","Patz1",3
"12291","Pax1",2
"12292","Pax3",3
"12294","Pax5",3
"12295","Pax6",4
"12296","Pax7",2
"12297","Pax8",2
"12298","Pax9",3
"12299","Paxbp1",2
"12300","Paxip1",4
"12301","Paxx",2
"12303","Pbld1",2
"12305","Pbrm1",3
"12307","Pbx1",6
"12308","Pbx2",3
"12309","Pbx3",2
"12310","Pbx4",2
"12311","Pbxip1",2
"12316","Pcbp2",2
"12317","Pcbp3",2
"12318","Pcbp4",4
"12322","Pcdh10",7
"12323","Pcdh11x",2
"12324","Pcdh12",3
"12325","Pcdh15",3
"12326","Pcdh17",3
"12327","Pcdh18",3
"12328","Pcdh19",3
"12329","Pcdh20",2
"12330","Pcdh7",3
"12331","Pcdh8",2
"12332","Pcdh9",3
"12333","Pcdha11",2
"12337","Pcdhb11",2
"12340","Pcdhb14",2
"12341","Pcdhb15",2
"12342","Pcdhb16",3
"12351","Pcdhb4",2
"12357","Pced1a",3
"12359","Pcf11",4
"12360","Pcgf2",2
"12361","Pcgf3",3
"12362","Pcgf5",3
"12363","Pcgf6",2
"12364","Pcid2",2
"12366","Pck1",2
"12367","Pck2",2
"12368","Pclo",3
"12369","Pcm1",2
"12370","Pcmt1",4
"12371","Pcmtd1",5
"12372","Pcmtd2",2
"12373","Pcnt",2
"12374","Pcnx",3
"12375","Pcnx2",2
"12377","Pcnx4",2
"12378","Pcolce",2
"12380","Pcp2",3
"12384","Pcsk2",3
"12386","Pcsk5",4
"12390","Pctp",2
"12391","Pcx",5
"12392","Pcyox1",3
"12394","Pcyt1a",4
"12395","Pcyt1b",2
"12397","Pdap1",2
"12400","Pdcd10",2
"12404","Pdcd2l",2
"12407","Pdcd6ip",4
"12409","Pdcl",2
"12411","Pde10a",5
"12412","Pde12",3
"12413","Pde1a",2
"12415","Pde1c",6
"12416","Pde3a",3
"12419","Pde4b",3
"12420","Pde4dip",2
"12426","Pde6g",2
"12427","Pde6h",2
"12428","Pde7a",7
"12429","Pde7b",2
"12430","Pde8a",2
"12431","Pde8b",2
"12433","Pdgfa",2
"12435","Pdgfc",2
"12436","Pdgfd",2
"12437","Pdgfra",3
"12438","Pdgfrb",2
"12440","Pdha1",2
"12444","Pdia3",2
"12447","Pdia6",2
"12448","Pdik1l",3
"12449","Pdilt",2
"12450","Pdk1",4
"12455","Pdlim3",2
"12457","Pdlim5",7
"12459","Pdp1",2
"12460","Pdp2",2
"12461","Pdpk1",2
"12463","Pdpr",3
"12464","Pdrg1",2
"12465","Pds5a",5
"12466","Pds5b",3
"12467","Pdss1",2
"12468","Pdss2",2
"12469","Pdx1",2
"12470","Pdxdc1",3
"12471","Pdxk",2
"12475","Pdzd2",5
"12478","Pdzd8",2
"12481","Pdzk1ip1",2
"12485","Pea15a",2
"12486","Peak1",5
"12487","Pear1",4
"12488","Pebp4",2
"12494","Peg3",3
"12495","Peli1",4
"12496","Peli2",3
"12497","Pelp1",2
"12502","Per2",2
"12503","Per3",4
"12507","Pet100",2
"12509","Pex1",2
"12511","Pex11a",2
"12512","Pex11b",2
"12513","Pex11g",3
"12515","Pex13",2
"12516","Pex14",2
"12517","Pex16",2
"12518","Pex19",4
"12521","Pex3",2
"12522","Pex5",2
"12523","Pex5l",4
"12524","Pex6",4
"12531","Pfdn5",2
"12534","Pfkfb2",3
"12535","Pfkfb3",2
"12537","Pfkl",3
"12539","Pfkp",3
"12540","Pfn2",3
"12543","Pfpl",3
"12547","Pgap1",2
"12548","Pgap3",2
"12552","Pgd",4
"12562","Pgm2l1",3
"12566","Pgpep1",3
"12568","Pgr",2
"12570","Pgrmc2",2
"12571","Pgs1",3
"12572","Phactr1",3
"12573","Phactr2",2
"12580","Phc2",2
"12581","Phc3",2
"12583","Phex",2
"12584","Phf10",2
"12585","Phf12",2
"12587","Phf14",4
"12588","Phf19",2
"12589","Phf2",4
"12590","Phf20",5
"12591","Phf20l1",6
"12592","Phf21a",4
"12595","Phf24",3
"12596","Phf3",7
"12598","Phf6",2
"12599","Phf7",3
"12600","Phf8",3
"12603","Phip",8
"12604","Phka1",3
"12605","Phka2",2
"12607","Phkg1",2
"12612","Phldb1",2
"12615","Phlpp2",2
"12616","Phospho2",3
"12618","Phox2b",2
"12621","Phtf2",3
"12626","Phyhipl",3
"12627","Phykpl",2
"12629","Pi16",2
"12630","Pi4k2a",2
"12631","Pi4k2b",3
"12632","Pi4ka",2
"12633","Pianp",2
"12634","Pias1",3
"12635","Pias2",3
"12636","Pias3",2
"12637","Pias4",3
"12638","Pibf1",2
"12639","Picalm",3
"12641","Pid1",3
"12644","Piezo2",2
"12645","Pif1",3
"12647","Piga",2
"12648","Pigb",3
"12649","Pigc",2
"12652","Pigh",2
"12653","Pigk",3
"12654","Pigm",2
"12655","Pign",5
"12656","Pigo",3
"12657","Pigq",6
"12658","Pigr",2
"12660","Pigt",2
"12661","Pigu",3
"12662","Pigv",2
"12665","Pigz",2
"12670","Pik3c2a",3
"12673","Pik3ca",6
"12675","Pik3cd",4
"12676","Pik3cg",2
"12677","Pik3ip1",2
"12678","Pik3r1",4
"12683","Pik3r6",2
"12684","Pikfyve",3
"12686","Pim1",2
"12687","Pim3",2
"12692","Pip",2
"12693","Pip4k2a",3
"12695","Pip4k2c",2
"12698","Pip5k1a",4
"12699","Pip5k1b",3
"12701","Pip5k1c",2
"12707","Pirt",2
"12708","Pisd-ps1",3
"12711","Pitpna",2
"12712","Pitpnb",4
"12713","Pitpnc1",8
"12714","Pitpnm1",3
"12715","Pitpnm2",2
"12717","Pitpnm3",2
"12718","Pitrm1",2
"12719","Pitx1",2
"12720","Pitx2",2
"12725","Pja1",4
"12726","Pja2",4
"12729","Pkd2",2
"12731","Pkd2l2",2
"12732","Pkdcc",2
"12736","Pkia",2
"12737","Pkib",2
"12738","Pkig",2
"12739","Pklr",3
"12741","Pkn1",3
"12742","Pkn2",2
"12744","Pknox1",3
"12745","Pknox2",2
"12747","Pkp2",3
"12748","Pkp3",2
"12749","Pkp4",2
"12754","Pla2g15",2
"12755","Pla2g16",2
"12756","Pla2g1b",2
"12759","Pla2g2d",2
"12761","Pla2g2f",2
"12764","Pla2g4c",2
"12769","Pla2g6",3
"12771","Pla2r1",2
"12772","Plaa",3
"12776","Plag1",2
"12777","Plagl1",3
"12778","Plagl2",3
"12779","Plat",2
"12784","Plau",2
"12786","Plb1",4
"12788","Plbd2",2
"12789","Plcb1",5
"12792","Plcb4",4
"12793","Plcd1",2
"12795","Plcd4",2
"12800","Plch2",2
"12801","Plcl1",2
"12803","Plcxd1",2
"12804","Plcxd2",2
"12806","Plcz1",2
"12807","Pld1",3
"12813","Plec",3
"12814","Plek",3
"12816","Plekha1",3
"12817","Plekha2",3
"12818","Plekha3",2
"12819","Plekha4",4
"12820","Plekha5",3
"12822","Plekha7",3
"12829","Plekhf2",2
"12830","Plekhg1",2
"12832","Plekhg3",2
"12836","Plekhh1",3
"12841","Plekhm2",2
"12842","Plekhm3",2
"12843","Plekhn1",2
"12847","Plet1",2
"12855","Plin5",2
"12859","Plk4",3
"12862","Pln",3
"12864","Plod2",2
"12866","Plp1",3
"12867","Plpbp",2
"12868","Plpp1",2
"12870","Plpp3",2
"12872","Plpp6",2
"12877","Plppr4",2
"12878","Plppr5",3
"12883","Plscr3",2
"12884","Plscr4",2
"12885","Pltp",2
"12889","Plxdc2",3
"12890","Plxna1",2
"12891","Plxna2",4
"12892","Plxna3",2
"12893","Plxna4",2
"12895","Plxnb1",2
"12897","Plxnb3",2
"12898","Plxnc1",6
"12900","Pm20d1",2
"12903","Pmepa1",3
"12904","Pmf1",2
"12906","Pml",3
"12907","Pmm1",2
"12908","Pmm2",3
"12910","Pmpca",2
"12911","Pmpcb",2
"12913","Pms2",3
"12916","Pnisr",7
"12917","Pnkd",2
"12918","Pnkp",2
"12920","Pnlip",2
"12922","Pnliprp2",2
"12924","Pnma2",2
"12927","Pnmal1",3
"12928","Pnmal2",2
"12930","Pnn",3
"12935","Pnpla2",2
"12938","Pnpla6",2
"12940","Pnpla8",4
"12942","Pnpt1",2
"12944","Pnrc2",3
"12946","Poc1b",2
"12947","Poc5",3
"12949","Podxl",2
"12952","Pofut1",3
"12953","Pofut2",4
"12954","Pogk",3
"12956","Pogz",3
"12959","Polb",3
"12960","Pold1",2
"12962","Pold3",4
"12964","Poldip2",2
"12965","Poldip3",5
"12968","Pole3",2
"12969","Pole4",2
"12970","Polg",3
"12974","Polk",2
"12977","Poln",2
"12979","Polr1a",3
"12981","Polr1c",2
"12983","Polr1e",2
"12984","Polr2a",2
"12987","Polr2e",2
"12988","Polr2f",2
"12993","Polr3a",3
"12994","Polr3b",3
"12996","Polr3d",2
"12997","Polr3e",2
"12998","Polr3f",5
"13001","Polr3h",2
"13002","Polr3k",6
"13003","Polrmt",2
"13004","Pom121",2
"13007","Pomc",2
"13008","Pomgnt1",2
"13009","Pomgnt2",2
"13010","Pomk",2
"13013","Pomt2",2
"13015","Pon2",3
"13019","Pop5",2
"13024","Porcn",2
"13026","Pot1a",4
"13029","Pou2f1",3
"13030","Pou2f2",3
"13032","Pou3f1",2
"13034","Pou3f3",3
"13035","Pou3f4",2
"13036","Pou4f1",2
"13041","Pou6f1",2
"13042","Pou6f2",2
"13046","Ppard",2
"13048","Ppargc1a",5
"13050","Ppat",2
"13052","Ppcdc",3
"13053","Ppcs",2
"13055","Ppfia1",2
"13058","Ppfia4",3
"13059","Ppfibp1",2
"13061","Pphln1",2
"13062","Ppib",2
"13065","Ppif",2
"13067","Ppig",2
"13070","Ppil2",2
"13071","Ppil3",2
"13074","Ppip5k1",2
"13077","Ppm1a",9
"13079","Ppm1d",2
"13081","Ppm1f",2
"13083","Ppm1h",3
"13085","Ppm1k",2
"13086","Ppm1l",3
"13091","Ppox",2
"13093","Ppp1cb",3
"13095","Ppp1r11",2
"13096","Ppp1r12a",4
"13097","Ppp1r12b",5
"13098","Ppp1r12c",2
"13100","Ppp1r13l",4
"13104","Ppp1r15b",2
"13105","Ppp1r16a",2
"13106","Ppp1r16b",2
"13113","Ppp1r2",2
"13120","Ppp1r35",2
"13124","Ppp1r3c",2
"13126","Ppp1r3e",2
"13128","Ppp1r42",3
"13130","Ppp1r8",2
"13131","Ppp1r9a",3
"13132","Ppp2ca",2
"13134","Ppp2r1a",5
"13136","Ppp2r2a",3
"13137","Ppp2r2b",2
"13140","Ppp2r2d",2
"13141","Ppp2r3a",3
"13143","Ppp2r5a",2
"13145","Ppp2r5c",7
"13147","Ppp2r5e",4
"13148","Ppp3ca",3
"13149","Ppp3cb",4
"13150","Ppp3cc",2
"13151","Ppp3r1",2
"13153","Ppp4c",2
"13155","Ppp4r1l-ps",8
"13157","Ppp4r3a",3
"13158","Ppp4r3b",5
"13160","Ppp5c",3
"13161","Ppp6c",2
"13163","Ppp6r2",4
"13164","Ppp6r3",4
"13166","Ppt1",2
"13171","Pqbp1",2
"13172","Pqlc1",4
"13176","Prag1",2
"13180","Pramef8",3
"13182","Pramel6",2
"13183","Pramel7",2
"13185","Prc1",2
"13188","Prcp",3
"13190","Prdm10",2
"13191","Prdm11",2
"13194","Prdm16",4
"13197","Prdm5",2
"13204","Prdx4",4
"13206","Prdx6",2
"13208","Preb",3
"13209","Prelid1",3
"13211","Prelid3a",2
"13213","Prelp",2
"13214","Prep",2
"13215","Prepl",2
"13217","Prex2",2
"13225","Prim1",2
"13226","Prim2",3
"13227","Prima1",2
"13230","Prkaa2",3
"13231","Prkab1",2
"13232","Prkab2",3
"13234","Prkacb",3
"13235","Prkag1",3
"13236","Prkag2",5
"13239","Prkar1a",2
"13240","Prkar1b",4
"13241","Prkar2a",3
"13242","Prkar2b",3
"13243","Prkca",3
"13244","Prkcb",3
"13245","Prkcd",2
"13246","Prkce",3
"13247","Prkcg",2
"13248","Prkch",2
"13249","Prkci",2
"13253","Prkd1",2
"13254","Prkd2",3
"13255","Prkd3",4
"13258","Prkg2",3
"13259","Prkn",3
"13261","Prkrip1",3
"13262","Prkx",2
"13265","Prl2b1",2
"13273","Prl7a1",3
"13277","Prl8a1",2
"13282","Prlr",7
"13283","Prm1",3
"13287","Prmt3",4
"13289","Prmt6",2
"13290","Prmt7",2
"13292","Prmt9",3
"13293","Prnp",2
"13301","Prok2",3
"13302","Prokr1",2
"13303","Prokr2",2
"13304","Prol1",2
"13306","Prom2",2
"13311","Proser1",3
"13312","Proser2",2
"13313","Prox1",3
"13318","Prpf19",4
"13320","Prpf31",2
"13321","Prpf38a",2
"13322","Prpf38b",4
"13323","Prpf39",3
"13324","Prpf4",2
"13325","Prpf40a",6
"13327","Prpf4b",6
"13328","Prpf6",3
"13335","Prps2",3
"13337","Prr11",2
"13338","Prr12",2
"13342","Prr15",3
"13345","Prr18",2
"13355","Prr5l",2
"13357","Prrc1",3
"13358","Prrc2a",3
"13359","Prrc2b",2
"13360","Prrc2c",6
"13361","Prrg1",3
"13366","Prrt3",3
"13367","Prrt4",2
"13368","Prrx1",6
"13373","Prss2",4
"13376","Prss23",3
"13380","Prss29",2
"13383","Prss32",2
"13389","Prss41",2
"13391","Prss44",4
"13402","Prtg",3
"13405","Prune2",3
"13407","Psap",2
"13408","Psapl1",2
"13409","Psat1",2
"13413","Psd3",2
"13414","Psd4",2
"13415","Psen1",3
"13416","Psen2",2
"13421","Psg19",2
"13422","Psg21",4
"13425","Psip1",2
"13427","Psma1",2
"13431","Psma6",2
"13432","Psma7",2
"13439","Psmb4",2
"13444","Psmc2",3
"13446","Psmc3ip",2
"13447","Psmc4",3
"13448","Psmc6",3
"13449","Psmd1",2
"13451","Psmd11",4
"13453","Psmd13",2
"13456","Psmd4",3
"13457","Psmd5",2
"13458","Psmd6",2
"13459","Psmd7",2
"13461","Psmd9",3
"13463","Psme3",2
"13464","Psme4",4
"13465","Psmf1",4
"13467","Psmg2",2
"13468","Psmg3",2
"13471","Pspc1",3
"13474","Psrc1",3
"13478","Ptar1",4
"13479","Ptbp2",2
"13480","Ptbp3",3
"13481","Ptcd1",2
"13484","Ptch1",3
"13485","Ptch2",2
"13487","Ptchd4",2
"13489","Ptdss1",2
"13490","Ptdss2",9
"13491","Pten",3
"13492","Pter",2
"13496","Ptgds",2
"13497","Ptger1",2
"13499","Ptger3",3
"13500","Ptger4",2
"13501","Ptges",3
"13505","Ptgfr",4
"13506","Ptgfrn",2
"13510","Ptgr2",5
"13511","Ptgs1",2
"13512","Ptgs2",2
"13517","Pthlh",2
"13518","Ptk2",2
"13519","Ptk2b",2
"13520","Ptk6",2
"13522","Ptms",2
"13523","Ptn",3
"13524","Ptov1",2
"13525","Ptp4a1",2
"13526","Ptp4a2",2
"13527","Ptp4a3",2
"13528","Ptpa",2
"13529","Ptpdc1",4
"13531","Ptpn1",2
"13532","Ptpn11",3
"13533","Ptpn12",4
"13534","Ptpn13",2
"13535","Ptpn14",3
"13537","Ptpn2",4
"13539","Ptpn21",3
"13543","Ptpn4",2
"13545","Ptpn6",2
"13547","Ptpra",2
"13548","Ptprb",3
"13549","Ptprc",2
"13551","Ptprd",8
"13552","Ptpre",2
"13554","Ptprg",4
"13555","Ptprj",2
"13556","Ptprk",7
"13560","Ptpro",2
"13562","Ptprs",4
"13563","Ptprt",3
"13565","Ptpru",2
"13567","Ptprz1",3
"13569","Ptrh2",2
"13571","Pts",2
"13572","Pttg1",3
"13573","Pttg1ip",2
"13577","Puf60",2
"13578","Pum1",3
"13579","Pum2",3
"13580","Pum3",3
"13581","Pura",2
"13582","Purb",3
"13583","Purg",2
"13586","Pus3",2
"13588","Pus7l",2
"13590","Pvr",7
"13591","Pvt1",5
"13592","Pwp1",2
"13594","Pwwp2a",2
"13595","Pwwp2b",2
"13600","Pxmp4",2
"13601","Pxn",3
"13603","Pxylp1",2
"13604","Pycard",4
"13615","Pyroxd2",2
"13618","Qars",3
"13619","Qdpr",2
"13620","Qk",4
"13622","Qpctl",2
"13623","Qprt",2
"13627","Qrsl1",2
"13628","Qser1",3
"13629","Qsox1",2
"13632","Qtrt2",2
"13634","R3hcc1l",2
"13635","R3hdm1",5
"13637","R3hdm4",2
"13639","Rab10",3
"13640","Rab10os",2
"13642","Rab11b",2
"13643","Rab11fip1",2
"13644","Rab11fip2",3
"13645","Rab11fip3",2
"13646","Rab11fip4",2
"13648","Rab12",2
"13650","Rab14",7
"13652","Rab17",2
"13653","Rab18",2
"13655","Rab1a",2
"13658","Rab21",2
"13659","Rab22a",4
"13660","Rab23",3
"13661","Rab24",2
"13664","Rab27a",3
"13665","Rab27b",3
"13666","Rab28",2
"13668","Rab2a",2
"13669","Rab2b",5
"13670","Rab30",3
"13671","Rab31",2
"13675","Rab34",2
"13676","Rab36",3
"13677","Rab37",2
"13680","Rab39b",2
"13683","Rab3c",4
"13684","Rab3d",3
"13686","Rab3gap2",2
"13687","Rab3il1",2
"13688","Rab3ip",2
"13689","Rab40b",2
"13690","Rab40c",2
"13692","Rab4a",2
"13696","Rab6a",2
"13697","Rab6b",4
"13698","Rab7b",3
"13699","Rab8a",2
"13704","Rabep1",4
"13705","Rabep2",2
"13706","Rabepk",3
"13707","Rabgap1",4
"13708","Rabgap1l",5
"13709","Rabgef1",3
"13713","Rabl3",2
"13714","Rabl6",2
"13715","Rac1",2
"13716","Rac2",2
"13718","Racgap1",2
"13721","Rad18",4
"13722","Rad21",3
"13723","Rad23a",3
"13724","Rad23b",4
"13727","Rad51ap1",4
"13728","Rad51b",2
"13729","Rad51c",2
"13730","Rad51d",3
"13731","Rad52",2
"13733","Rad54l",4
"13734","Rad54l2",2
"13736","Rad9b",2
"13738","Rae1",2
"13739","Raf1",2
"13742","Rai1",2
"13743","Rai14",3
"13745","Rala",2
"13746","Ralb",2
"13747","Ralbp1",2
"13748","Ralgapa1",7
"13750","Ralgapb",2
"13752","Ralgps1",3
"13753","Ralgps2",3
"13754","Raly",2
"13756","Ramp1",2
"13760","Ranbp10",2
"13761","Ranbp17",3
"13762","Ranbp2",3
"13764","Ranbp3l",2
"13765","Ranbp6",2
"13766","Ranbp9",2
"13767","Rangap1",2
"13769","Rap1b",3
"13775","Rap2b",4
"13776","Rap2c",3
"13777","Rapgef1",2
"13779","Rapgef3",4
"13780","Rapgef4",3
"13781","Rapgef5",3
"13782","Rapgef6",5
"13784","Raph1",3
"13788","Rarg",2
"13790","Rarres2",3
"13793","Rasa1",3
"13794","Rasa2",2
"13796","Rasa4",2
"13797","Rasal1",2
"13798","Rasal2",2
"13799","Rasal3",2
"13801","Rasd2",2
"13803","Rasgef1a",2
"13804","Rasgef1b",2
"13806","Rasgrf1",4
"13807","Rasgrf2",3
"13808","Rasgrp1",4
"13809","Rasgrp2",3
"13810","Rasgrp3",2
"13818","Rassf1",3
"13819","Rassf10",3
"13820","Rassf2",3
"13821","Rassf3",3
"13822","Rassf4",2
"13823","Rassf5",2
"13826","Rassf8",3
"13827","Rassf9",2
"13829","Rb1",2
"13830","Rb1cc1",3
"13833","Rbbp4",4
"13835","Rbbp6",4
"13837","Rbbp8",2
"13841","Rbfox1",3
"13842","Rbfox2",4
"13843","Rbfox3",3
"13844","Rbks",2
"13845","Rbl1",4
"13846","Rbl2",2
"13849","Rbm12",3
"13852","Rbm14",5
"13854","Rbm15b",2
"13856","Rbm18",3
"13860","Rbm24",3
"13861","Rbm25",6
"13864","Rbm28",2
"13866","Rbm33",3
"13867","Rbm34",2
"13869","Rbm39",9
"13875","Rbm44",2
"13878","Rbm46os",2
"13879","Rbm47",2
"13881","Rbm4b",2
"13882","Rbm5",6
"13883","Rbm6",2
"13886","Rbms1",2
"13888","Rbms3",4
"13889","Rbmx",3
"13896","Rbpj",2
"13897","Rbpjl",2
"13898","Rbpms",6
"13900","Rbsn",3
"13901","Rbx1",2
"13903","Rc3h2",5
"13904","Rcan1",2
"13905","Rcan2",2
"13906","Rcan3",2
"13907","Rcbtb1",2
"13908","Rcbtb2",4
"13911","Rcc2",2
"13916","Rcn2",2
"13918","Rcor1",3
"13920","Rcor3",5
"13921","Rcsd1",4
"13923","Rd3",2
"13925","Rdh10",2
"13926","Rdh11",2
"13927","Rdh12",2
"13935","Rdx",3
"13936","Rec114",2
"13939","Recql",5
"13941","Recql5",2
"13945","Reep3",6
"13947","Reep5",3
"13952","Reg3b",2
"13956","Rel",2
"13959","Relch",6
"13960","Rell1",2
"13962","Reln",2
"13963","Rem1",2
"13967","Repin1",4
"13968","Reps1",2
"13969","Reps2",2
"13970","Rer1",2
"13973","Resf1",4
"13975","Rest",3
"13976","Ret",2
"13980","Retreg1",2
"13982","Retreg3",2
"13983","Retsat",2
"13985","Rev3l",3
"13987","Rexo1",3
"13990","Rexo5",3
"13991","Rfc1",3
"13992","Rfc2",3
"13993","Rfc3",2
"13994","Rfc4",2
"13995","Rfesd",2
"13996","Rffl",2
"13997","Rfk",3
"13998","Rflna",2
"13999","Rflnb",3
"14000","Rfng",2
"14004","Rftn2",3
"14006","Rfx1",2
"14008","Rfx3",2
"14009","Rfx4",2
"14011","Rfx7",2
"14013","Rfxank",3
"14014","Rfxap",2
"14015","Rgcc",2
"14016","Rgl1",2
"14020","Rgmb",6
"14027","Rgs12",3
"14030","Rgs16",3
"14031","Rgs17",2
"14032","Rgs18",2
"14033","Rgs19",2
"14034","Rgs2",4
"14035","Rgs20",3
"14036","Rgs3",2
"14037","Rgs4",3
"14038","Rgs5",4
"14039","Rgs6",2
"14041","Rgs7bp",4
"14043","Rgs9",3
"14046","Rhbdd1",2
"14047","Rhbdd2",2
"14048","Rhbdd3",3
"14051","Rhbdl2",3
